T Value	Count(W1)	Count(W2)	Count(W1-W2)	(W1-W2)
(65.6620575454013, 94342, 5990, 4529, ('temyiz', 'başvurunun'))
(65.35633807212874, 7491, 105792, 4575, ('değişik', 'sayılı'))
(65.24349778545626, 25768, 12671, 4383, ('davalı', 'vekili'))
(65.14911341363995, 30850, 32258, 4624, ('göre', 'dosya'))
(65.0854770172273, 6929, 30850, 4319, ('tarihine', 'göre'))
(64.8997963528539, 7856, 105792, 4530, ('giren', 'sayılı'))
(64.74333868073457, 4983, 10469, 4212, ('yürürlükte', 'bulunan'))
(64.23094646508375, 5307, 23956, 4175, ('incelenerek', 'gereği'))
(64.17267291444202, 14120, 11105, 4179, ('yazılı', 'şekilde'))
(64.14326859245665, 4181, 4693, 4122, ('vicdani', 'kanının'))
(64.03150890529277, 8640, 26571, 4189, ('maddeleri', 'uyarınca'))
(63.86281886530963, 5934, 4129, 4088, ('tetkik', 'hakimi'))
(63.72478048340858, 4819, 28402, 4114, ('ağır', 'ceza'))
(63.69569931590845, 105792, 16326, 4706, ('sayılı', 'kararı'))
(63.27713699689598, 5257, 16147, 4037, ('süresinde', 'olduğu'))
(63.19568002567898, 5026, 7824, 4009, ('yayımlanarak', 'yürürlüğe'))
(63.06135267438338, 19365, 5084, 4015, ('kararın', 'niteliği'))
(62.44758549454086, 9132, 5431, 3919, ('düzenlenen', 'rapor'))
(62.16581043034273, 4129, 28937, 3911, ('hakimi', 'tarafından'))
(62.15070154536298, 9893, 8395, 3895, ('gününde', 'oybirliğiyle'))
(61.96291340196525, 21987, 4517, 3878, ('dava', 'dosyası'))
(61.75752442865424, 27028, 20698, 4029, ('yapılan', 'yargılama'))
(61.74316083016852, 5812, 10076, 3835, ('ilk', 'derece'))
(61.6589973172323, 4225, 16534, 3829, ('mahalli', 'mahkemece'))
(61.6369708328567, 20159, 12671, 3898, ('davacı', 'vekili'))
(61.46472658547241, 17733, 105792, 4479, ('tarihli', 'sayılı'))
(61.38935561348336, 10233, 6620, 3795, ('itirazlarının', 'reddiyle'))
(61.004223876928215, 4801, 30850, 3779, ('içeriğine', 'göre'))
(60.90838867008977, 4218, 14120, 3733, ('aşağıda', 'yazılı'))
(60.86363890801825, 54512, 105792, 5731, ('maddesi', 'sayılı'))
(60.79929422701907, 33906, 4976, 3762, ('sanık', 'müdafiinin'))
(60.76032649782332, 9893, 14370, 3747, ('gününde', 'oy'))
(60.677498996323564, 5923, 4441, 3692, ('sürüklenen', 'çocuk'))
(60.22969125048899, 9551, 4408, 3644, ('istinaf', 'başvurusunun'))
(59.74561685873295, 20380, 15425, 3691, ('mahkemesi', 'hukuk'))
(59.718582969853585, 6991, 3928, 3577, ('işin', 'esasına'))
(59.65820389986837, 5431, 3735, 3567, ('rapor', 'dinlendikten'))
(59.63259139356482, 94342, 6214, 3781, ('temyiz', 'talebinin'))
(59.5393016833709, 5084, 16228, 3577, ('niteliği', 'suç'))
(59.53624696677711, 4517, 5934, 3555, ('dosyası', 'tetkik'))
(59.378701115106, 6333, 94342, 3755, ('görülmeyen', 'temyiz'))
(59.35217395186135, 11682, 84780, 3899, ('esas', 'karar'))
(59.15228249539934, 29711, 5206, 3559, ('tarihinde', 'oybirliği'))
